name,uni_roll,branch
Brittany Harper,UNI049955,PHM
Janet Green,UNI049956,CE
James Sandoval,UNI049957,CE
Eduardo Richardson,UNI049958,PHM
Andrew Johnson,UNI049959,ME
Charles Steele,UNI049960,PHM
Ronald Thompson,UNI049961,CSE
Elizabeth Porter,UNI049962,PHM
Christopher Zimmerman,UNI049963,CE
Kimberly Moore,UNI049964,CSE
Adrian Daniels,UNI049965,CSE
Maurice Thomas,UNI049966,ECE
Luke Flores,UNI049967,CSE
Michael Padilla,UNI049968,CSE
Tony Huerta,UNI049969,BT
Cheryl Cooper,UNI049970,CSE
Lisa Marshall,UNI049971,ME
Rodney Johnson,UNI049972,ME
Eric Clay,UNI049973,CSE
Jessica Lee,UNI049974,EE
Deborah Webb,UNI049975,CE
Jennifer Murphy,UNI049976,ECE
Aaron Burgess,UNI049977,CHE
Brittany Davis,UNI049978,BT
Mr. Willie Crane DDS,UNI049979,PHM
Willie Smith,UNI049980,ECE
Victor Preston,UNI049981,CHE
Stephen Mosley,UNI049982,CSE
Heather Thornton,UNI049983,CE
Hannah Lutz,UNI049984,CE
Darren Davis,UNI049985,PHM
William Spencer,UNI049986,EE
Cynthia Moody,UNI049987,ECE
Michael Baker,UNI049988,ME
Aaron Mosley,UNI049989,CHE
Austin Hansen,UNI049990,EE
Eric Turner,UNI049991,CSE
Brianna Massey,UNI049992,CE
Amy West,UNI049993,BT
April Middleton,UNI049994,PHM
Lindsay Ritter,UNI049995,ECE
Jeremy Jackson,UNI049996,CSE
Alex Garrett,UNI049997,CHE
Richard Ellis,UNI049998,ME
Tina Daniel,UNI049999,CSE
Robin Powell,UNI050000,EE
Ann Oconnor,UNI050001,EE
Leah Wright,UNI050002,CE
James Martin,UNI050003,BT
Erik Solomon,UNI050004,BT
Donald Young,UNI050005,CSE
Patricia Cunningham,UNI050006,CSE
Lee Hoffman,UNI050007,CSE
Aaron Poole,UNI050008,EE
Lisa Martinez,UNI050009,PHM
Robert Wise,UNI050010,EE
Michael Garza,UNI050011,ECE
Robert Trujillo,UNI050012,BT
Cynthia Cortez,UNI050013,PHM
Courtney Thomas,UNI050014,EE
Lori Pierce,UNI050015,PHM
Amy Dalton,UNI050016,CE
Laura Taylor,UNI050017,CHE
Kristi Powell,UNI050018,ECE
Katelyn Horn,UNI050019,ECE
Jeffrey Gonzalez,UNI050020,CE
Christina Park,UNI050021,ECE
Christian Sellers,UNI050022,PHM
Aaron Nash,UNI050023,ECE
Denise Fleming,UNI050024,CE
Timothy Cooper,UNI050025,CHE
Carlos Guzman,UNI050026,EE
Theresa Fowler,UNI050027,CSE
Matthew Riggs,UNI050028,CE
Shane Bailey,UNI050029,ECE
Erika Foster,UNI050030,ECE
Alexander Ferrell,UNI050031,CE
Tanya Brown,UNI050032,ME
Laura French,UNI050033,CSE
Joseph Davis,UNI050034,CHE
Kevin Pratt,UNI050035,PHM
Desiree Dominguez,UNI050036,CSE
Alicia Heath,UNI050037,ECE
Travis Elliott,UNI050038,CSE
Christina Rowe,UNI050039,BT
Nicole Barrett,UNI050040,BT
Robert Young,UNI050041,ME
Terrance Suarez,UNI050042,PHM
Clifford Hardin,UNI050043,BT
Michael Wheeler,UNI050044,ME
John Salas,UNI050045,CHE
Grace Moore,UNI050046,EE
Frank Jordan,UNI050047,PHM
Autumn Dougherty,UNI050048,BT
Shirley Willis,UNI050049,PHM
Mark Fuentes,UNI050050,ECE
Amber Holmes,UNI050051,ME
Julie Castillo,UNI050052,CE
Jordan Brown,UNI050053,CE
Amanda Barajas,UNI050054,ECE
Dana Hardin,UNI050055,CE
Jason Shannon,UNI050056,CSE
Rachel Freeman,UNI050057,ECE
Jessica Martinez,UNI050058,ECE
Samantha Harper,UNI050059,EE
David Brown,UNI050060,EE
Anne Garcia,UNI050061,ECE
Trevor Lewis,UNI050062,EE
Madison Moore,UNI050063,PHM
Alicia Romero,UNI050064,BT
Sarah Walker,UNI050065,PHM
Eric Lang,UNI050066,CSE
Robert Reed,UNI050067,PHM
Timothy Mason,UNI050068,ECE
Robert Woods,UNI050069,PHM
Stephen Carpenter,UNI050070,CHE
Tammy Morales DVM,UNI050071,CSE
Joseph White,UNI050072,BT
Gabriel Maxwell,UNI050073,PHM
James Conrad,UNI050074,PHM
Jeffery Bentley,UNI050075,ECE
Anne Floyd,UNI050076,CE
Paul Ingram,UNI050077,ME
Laura Henry,UNI050078,CE
Gene Rodriguez,UNI050079,PHM
Ashley Flores,UNI050080,EE
Frank Williams,UNI050081,PHM
Alexandra Perry,UNI050082,CE
Thomas Harvey,UNI050083,BT
Russell Cantu,UNI050084,ECE
Tammy Mckinney,UNI050085,PHM
Michael Strong,UNI050086,ME
Amber Logan,UNI050087,PHM
Sandra Brown,UNI050088,CE
Mia Kaufman,UNI050089,CE
Sally King,UNI050090,PHM
Mario Phillips,UNI050091,ECE
Matthew Anderson,UNI050092,PHM
Natalie Nguyen,UNI050093,CHE
Angel Wallace,UNI050094,ME
Patricia Noble,UNI050095,CHE
Michael Camacho,UNI050096,BT
John Ross,UNI050097,BT
Autumn Chapman,UNI050098,PHM
Corey Hull,UNI050099,CSE
Anthony Marshall,UNI050100,CHE
Scott Lambert,UNI050101,CHE
Deanna Jennings,UNI050102,EE
Brian Henry,UNI050103,EE
Paige Collins,UNI050104,EE
Lisa Mckinney,UNI050105,PHM
Brian Bryant,UNI050106,CE
Nancy Bennett,UNI050107,ME
Olivia Costa,UNI050108,ME
Victoria Ayala,UNI050109,ECE
James Rogers,UNI050110,ECE
Sabrina Walker,UNI050111,PHM
Erin Hale,UNI050112,PHM
Mark Gonzales,UNI050113,ME
Adam Ward,UNI050114,CE
Joshua Acosta,UNI050115,CE
Maria Dickerson,UNI050116,ECE
Patricia Harper,UNI050117,ECE
Mackenzie Nguyen,UNI050118,CE
Taylor Butler,UNI050119,ECE
Peter Welch,UNI050120,BT
Karina Chen,UNI050121,EE
Angela Knight,UNI050122,EE
Aaron Moody,UNI050123,ECE
Michael Romero,UNI050124,ECE
Richard Long,UNI050125,BT
Heather Moore,UNI050126,CSE
Karl Rivera,UNI050127,CSE
Luis Heath,UNI050128,CHE
Susan Bell,UNI050129,CSE
Adam Franklin,UNI050130,ME
Lisa Duncan,UNI050131,ME
Andrew Todd,UNI050132,CHE
Elizabeth Kelley,UNI050133,ECE
Julia Taylor,UNI050134,ECE
Terry Graham,UNI050135,ECE
Emily Taylor,UNI050136,EE
Morgan Kirk,UNI050137,ME
Miss Christine Morgan,UNI050138,BT
Sarah Pineda,UNI050139,CHE
Gregory Mullins II,UNI050140,CHE
Miranda Conway,UNI050141,CSE
Reginald Mcdaniel,UNI050142,CHE
Adam Williams,UNI050143,PHM
Adam Gonzales,UNI050144,BT
David Cantu,UNI050145,ECE
Debra Jennings,UNI050146,CHE
Daniel Thompson,UNI050147,ME
Leah Martinez,UNI050148,CHE
Shari Carroll,UNI050149,CSE
James Thornton,UNI050150,CSE
Nicole Brown,UNI050151,PHM
John Foster,UNI050152,BT
Hayley Fletcher,UNI050153,CSE
Kaitlin Davis,UNI050154,BT
Valerie Williamson,UNI050155,CE
Dustin Welch,UNI050156,EE
Rachel Allen,UNI050157,ECE
Cheryl Jacobs,UNI050158,ME
Michael Waters,UNI050159,CE
Michael Ferguson,UNI050160,CHE
Debra Williams DDS,UNI050161,CE
Nicholas Jones,UNI050162,CE
Amy Clark,UNI050163,CHE
Eric Jacobs,UNI050164,BT
Lisa Torres,UNI050165,PHM
Stacy Myers MD,UNI050166,CE
Marisa Cruz,UNI050167,CHE
Karen Tran,UNI050168,ECE
Summer House,UNI050169,CSE
Kristin Black,UNI050170,CHE
Jill Jones,UNI050171,EE
Courtney Schmitt,UNI050172,BT
Angel Rodgers,UNI050173,BT
Michael Padilla,UNI050174,CHE
Erik Mitchell,UNI050175,CSE
Henry Foster,UNI050176,ECE
Colton Young,UNI050177,PHM
Timothy Clark,UNI050178,EE
Matthew Franklin,UNI050179,CHE
Christopher Orr,UNI050180,CSE
Guy Miller,UNI050181,PHM
Sherri Dixon,UNI050182,CE
Sharon Lewis,UNI050183,EE
Lawrence Erickson,UNI050184,BT
Timothy Reynolds,UNI050185,CE
Jessica Franklin,UNI050186,CHE
Nancy Keller,UNI050187,CSE
Andrew Stewart,UNI050188,ECE
Tamara Bruce,UNI050189,ME
Sarah Williams,UNI050190,ECE
Samantha Oconnell,UNI050191,BT
Kristin Smith,UNI050192,CE
Michael Bauer,UNI050193,EE
Leslie Le,UNI050194,BT
Jorge Thompson,UNI050195,PHM
Brent Gonzalez,UNI050196,PHM
Breanna Rodriguez,UNI050197,BT
Joanna Romero,UNI050198,ECE
Joseph Gonzales,UNI050199,BT
Kimberly Graves,UNI050200,PHM
Brittney Nash,UNI050201,CE
Jonathan Mcneil,UNI050202,CSE
Kevin Kelly,UNI050203,PHM
Alexis Patel,UNI050204,ECE
Jessica Welch,UNI050205,BT
Jennifer Donaldson,UNI050206,ME
Adam Moore,UNI050207,CHE
Lisa Ward,UNI050208,ECE
Michael King DDS,UNI050209,BT
Shelby Kline,UNI050210,BT
Robert Webb,UNI050211,BT
Michael Lang,UNI050212,BT
Janet Kennedy,UNI050213,ECE
William Gray,UNI050214,ME
Renee Vasquez,UNI050215,CE
Ryan Foster,UNI050216,ME
Kimberly Chase,UNI050217,ECE
Cody Gill,UNI050218,BT
Michael Mann,UNI050219,CHE
Kimberly Sanchez,UNI050220,CSE
Larry Chen,UNI050221,EE
Meghan Farrell,UNI050222,ME
Kayla Myers,UNI050223,PHM
Rodney Flynn,UNI050224,CSE
Patty Gregory,UNI050225,PHM
Dr. Maria King,UNI050226,EE
David Hess,UNI050227,ME
Robert Fisher Jr.,UNI050228,PHM
Mr. William Reynolds Jr.,UNI050229,PHM
Martin Perkins,UNI050230,BT
David Jones,UNI050231,ECE
Allen Cox,UNI050232,PHM
Philip Jenkins,UNI050233,CHE
Kristin Shannon,UNI050234,CHE
Terry Daniel,UNI050235,CE
Troy Dennis,UNI050236,EE
Ryan Bailey,UNI050237,EE
Jordan Davis,UNI050238,CE
Steven Mathews,UNI050239,ECE
Kelly Lloyd,UNI050240,CHE
Austin Colon,UNI050241,ECE
Aaron Smith,UNI050242,PHM
Mindy Harper,UNI050243,CE
Adam Carlson,UNI050244,CE
Bradley Richard,UNI050245,CHE
James Schaefer,UNI050246,EE
Emily Brady,UNI050247,ME
Gregory Sloan,UNI050248,ECE
Barbara West,UNI050249,CHE
Larry Waters,UNI050250,EE
Derek Jennings,UNI050251,ECE
Terrence Downs,UNI050252,CE
Bailey Sanchez,UNI050253,CE
Sara Skinner,UNI050254,CE
Jordan Cole,UNI050255,CE
Joan Hinton,UNI050256,ECE
Jeremy Walters,UNI050257,PHM
Susan Adams,UNI050258,EE
Mark Miller,UNI050259,BT
Lauren Norris,UNI050260,CHE
Christy Goodman,UNI050261,CHE
Richard Rice,UNI050262,CE
James Acevedo,UNI050263,ME
Alec Pittman,UNI050264,ME
Cindy Davis,UNI050265,CE
Rachel Payne,UNI050266,BT
Isaac Friedman,UNI050267,EE
Shawn Salas,UNI050268,CHE
Samantha Bishop,UNI050269,ECE
Julian Montes,UNI050270,EE
Marcus Perez,UNI050271,ME
Maurice Robertson,UNI050272,ME
Taylor Hernandez,UNI050273,ME
Martin Brown MD,UNI050274,ME
Peter Brown,UNI050275,CE
Raymond Miller,UNI050276,CE
Eric Warren,UNI050277,CSE
Sara Benson,UNI050278,PHM
Shane Jordan,UNI050279,EE
Christopher Matthews,UNI050280,CSE
Angela Sweeney DDS,UNI050281,ECE
Jim Wood,UNI050282,CE
Wyatt Phillips,UNI050283,CSE
Carlos Hall,UNI050284,EE
Nancy Silva,UNI050285,CHE
Christopher Hudson,UNI050286,EE
Mrs. Chelsea Hutchinson,UNI050287,ECE
Autumn Figueroa,UNI050288,ME
Andrew Hunter,UNI050289,ECE
Benjamin Walsh,UNI050290,EE
Dawn Collins,UNI050291,ECE
Melissa Hamilton,UNI050292,EE
Jennifer Barrett,UNI050293,ME
Kimberly Massey,UNI050294,CSE
Sandra Moss,UNI050295,EE
Kara Suarez,UNI050296,CE
Christina Rivas,UNI050297,CSE
Patrick Pitts,UNI050298,ECE
Destiny Miller,UNI050299,CE
Jeanette Morris,UNI050300,CSE
Joshua Grant,UNI050301,ME
Adam Gutierrez,UNI050302,ECE
Terry Swanson,UNI050303,EE
Sabrina Erickson,UNI050304,BT
Rebekah Lozano,UNI050305,CE
Michelle Johns,UNI050306,EE
Jonathan Dillon,UNI050307,CHE
Alexis Richards,UNI050308,BT
Bradley Dickson,UNI050309,CSE
Bonnie Galvan DVM,UNI050310,ME
Jason Bishop,UNI050311,CE
Randy Byrd,UNI050312,ECE
Malik Faulkner,UNI050313,ME
Scott Davis,UNI050314,ECE
Luis Schmidt,UNI050315,CSE
Heather Atkins,UNI050316,EE
Rachel Gonzales,UNI050317,CSE
Natalie Reynolds,UNI050318,EE
Brian Jenkins,UNI050319,ME
Ms. Holly Thomas,UNI050320,EE
Darrell Smith,UNI050321,ME
Thomas Hutchinson,UNI050322,ECE
Matthew Lewis,UNI050323,CSE
Steven Andrews,UNI050324,PHM
Kevin Harris,UNI050325,BT
Glenn Bailey,UNI050326,BT
Nicholas Moses,UNI050327,BT
Bradley Johns,UNI050328,CE
Deborah Allen,UNI050329,CHE
William Wheeler,UNI050330,EE
Garrett Petersen,UNI050331,EE
Rachel Palmer,UNI050332,CSE
Mr. John Martinez,UNI050333,EE
David Garcia,UNI050334,ME
Eric Novak,UNI050335,PHM
April Perez,UNI050336,ME
Andrea Bryant,UNI050337,CHE
Anna Bird,UNI050338,CHE
Allen Galvan,UNI050339,PHM
Jesse Hoffman,UNI050340,BT
Andrew Larson,UNI050341,EE
Robert Moore,UNI050342,ME
Amy Shaw,UNI050343,EE
Colin Reed,UNI050344,CHE
Sabrina Cobb,UNI050345,PHM
Lisa Smith,UNI050346,EE
Jordan Mcdonald,UNI050347,PHM
Krista Marshall,UNI050348,EE
Sonya Daniels,UNI050349,EE
Laura Ward,UNI050350,CE
Randall Mcpherson,UNI050351,CE
William Bruce,UNI050352,CHE
Amy Mcknight,UNI050353,BT
Timothy Price,UNI050354,CE
Sara Johnson,UNI050355,CHE
Donna Walsh,UNI050356,ME
Kristina James,UNI050357,ECE
Martin Jimenez,UNI050358,BT
Jeffrey Day,UNI050359,EE
Marie Howard,UNI050360,PHM
Penny Johnson,UNI050361,EE
Gary Castillo,UNI050362,EE
Tricia Neal,UNI050363,CSE
Melanie Skinner,UNI050364,PHM
Yolanda Mitchell,UNI050365,ECE
Stephen Anderson,UNI050366,BT
Andrew Martinez,UNI050367,CHE
Michael Becker,UNI050368,ECE
Lauren Estes,UNI050369,ME
Elizabeth Bauer,UNI050370,CE
James Long,UNI050371,CE
Katelyn Peterson,UNI050372,ME
Isaiah Ross,UNI050373,EE
Jennifer Schwartz,UNI050374,PHM
Matthew Vazquez,UNI050375,EE
Jeremy Mitchell,UNI050376,BT
Teresa Contreras,UNI050377,PHM
David Lam,UNI050378,EE
Bradley Jones,UNI050379,ME
Jerry Potter,UNI050380,ME
Alexander Henry,UNI050381,ECE
David Williams,UNI050382,PHM
Katherine Martin,UNI050383,CE
Jeffery Martin,UNI050384,CHE
Mary Page,UNI050385,ECE
Patrick Reeves,UNI050386,PHM
Amy Weber,UNI050387,CSE
Joan Boyd,UNI050388,PHM
Tiffany Taylor,UNI050389,BT
Amanda Mclaughlin,UNI050390,CE
Sharon Gill,UNI050391,PHM
Mark Woodward,UNI050392,BT
Anthony Burgess,UNI050393,ECE
Walter Miller,UNI050394,PHM
Joseph Johnson,UNI050395,EE
Laura Davis,UNI050396,BT
Jennifer Gomez,UNI050397,CSE
Crystal Hall,UNI050398,CE
Colin Williamson,UNI050399,BT
Alexander Wilson,UNI050400,CHE
Marcus Adams,UNI050401,ME
Lauren Scott,UNI050402,ME
Andrea Harvey,UNI050403,BT
Julia West,UNI050404,EE
Katie Porter,UNI050405,ECE
Justin Clark,UNI050406,CHE
Joy Martinez,UNI050407,CHE
Paul Flores,UNI050408,EE
Kristin Davis,UNI050409,ECE
Heather Garcia,UNI050410,CHE
Karen Aguilar,UNI050411,BT
Molly Mooney MD,UNI050412,CHE
Jordan Bowen,UNI050413,CSE
Daniel Cochran,UNI050414,CHE
Roger Harris,UNI050415,CE
Elijah Mathis,UNI050416,EE
Robert Smith,UNI050417,BT
Zachary White,UNI050418,PHM
Joshua Hill,UNI050419,PHM
Mark Wright,UNI050420,CE
Heather Wilson,UNI050421,CHE
Jonathan Walker,UNI050422,ME
Leah Molina,UNI050423,CE
Crystal Krause,UNI050424,PHM
Laura Wilson,UNI050425,ME
Zachary Ward,UNI050426,ME
David Morris,UNI050427,CSE
Manuel Wallace,UNI050428,CE
Michael Walker,UNI050429,CE
Thomas Torres,UNI050430,CHE
Patricia Vasquez,UNI050431,CHE
Christopher Smith,UNI050432,ECE
Thomas Jackson,UNI050433,CHE
Joseph Mclaughlin,UNI050434,ECE
Kelly Gardner,UNI050435,PHM
Luke Nguyen,UNI050436,CE
Melissa Downs,UNI050437,BT
Brian Lang,UNI050438,ECE
Sandra West,UNI050439,CSE
Darryl Jensen,UNI050440,PHM
Curtis Edwards,UNI050441,CHE
Latoya Smith,UNI050442,CHE
Tyler Myers,UNI050443,CHE
Crystal Howard,UNI050444,CSE
Michael Thomas,UNI050445,ECE
Jessica Hamilton,UNI050446,ME
Jordan Hunter,UNI050447,CE
Dennis Foster,UNI050448,CE
Bradley Anderson,UNI050449,CHE
Deborah Cooper,UNI050450,ECE
Robert Peterson,UNI050451,CE
Cheryl Miller,UNI050452,EE
Katrina Chavez,UNI050453,CSE
Jenna Smith,UNI050454,CE
Gilbert Thomas,UNI050455,CHE
Lori Jensen,UNI050456,PHM
Greg Diaz,UNI050457,ECE
James Lee,UNI050458,CHE
Harry Sherman,UNI050459,EE
William Beck,UNI050460,PHM
Joy Turner,UNI050461,CHE
Amanda Taylor,UNI050462,CSE
Elizabeth Wells,UNI050463,CHE
Angela Crosby,UNI050464,BT
Ryan Stevenson,UNI050465,EE
Andrew Brady,UNI050466,EE
Timothy Jackson,UNI050467,CHE
Stephen Wilcox,UNI050468,CE
Sharon Garcia,UNI050469,CHE
Dana Matthews,UNI050470,PHM
Mary Orr,UNI050471,BT
Tracy Sutton,UNI050472,CSE
Robert Ross,UNI050473,ME
Arthur Gardner,UNI050474,BT
Jason Harmon,UNI050475,BT
Megan Duran,UNI050476,ECE
Kevin Gonzales,UNI050477,CE
Chelsea Stewart DDS,UNI050478,ECE
Allison Hale,UNI050479,ME
Michelle Wilson,UNI050480,ECE
Sabrina Jones,UNI050481,CE
Ryan Harris,UNI050482,CE
Janice Barber,UNI050483,CHE
Trevor Spencer,UNI050484,BT
Cameron White,UNI050485,CE
Barbara Li,UNI050486,PHM
Kelly Roberts,UNI050487,PHM
Jo Smith,UNI050488,CSE
Patrick Butler,UNI050489,EE
Ms. Deanna Benjamin,UNI050490,ME
Aaron Medina,UNI050491,PHM
Wanda Carter,UNI050492,EE
Sarah Martinez,UNI050493,EE
Sara Mcgee,UNI050494,PHM
Robert Tucker,UNI050495,BT
Christopher Wright,UNI050496,ME
Gregory Richard,UNI050497,ME
Amy Lowe,UNI050498,ECE
James Thompson,UNI050499,CSE
Jesse Rogers,UNI050500,PHM
Robert Vargas,UNI050501,EE
Leslie Moreno,UNI050502,CE
Darren Martin,UNI050503,EE
Margaret Myers,UNI050504,ME
Patricia Middleton,UNI050505,CHE
Amy Scott,UNI050506,PHM
Jimmy Johnson,UNI050507,ECE
Karen Hurley,UNI050508,ME
Pamela Porter,UNI050509,ME
Michael Moore,UNI050510,CHE
Kevin Hall,UNI050511,CE
Sarah Harvey,UNI050512,CHE
Katherine Jones,UNI050513,CHE
David Oconnell,UNI050514,CSE
Juan Moore,UNI050515,CSE
Leonard Barker,UNI050516,ME
Henry Gregory,UNI050517,EE
Peter Pratt,UNI050518,EE
Kathleen Case,UNI050519,PHM
Cindy Montes,UNI050520,CSE
Nancy King,UNI050521,CSE
Laura Shepherd,UNI050522,PHM
Heather Moore,UNI050523,BT
Alexandra Stephens,UNI050524,ECE
Mark Gonzalez,UNI050525,CHE
Nicole Oconnor,UNI050526,BT
Terry Hill,UNI050527,CE
James Phelps,UNI050528,ECE
Elizabeth Gallagher,UNI050529,BT
Daniel Gray,UNI050530,BT
Terri Moore,UNI050531,CHE
Robert Hernandez,UNI050532,BT
Jennifer Williams,UNI050533,CE
Andrew Gutierrez,UNI050534,ECE
Christopher Ramirez,UNI050535,PHM
Nancy Smith,UNI050536,EE
Howard Morse,UNI050537,EE
Rachel Smith,UNI050538,BT
James Parker,UNI050539,CHE
Jade Clark,UNI050540,EE
Kevin Joyce,UNI050541,PHM
Carmen Roberts,UNI050542,EE
Jason Collins,UNI050543,EE
Matthew Santiago,UNI050544,CSE
Jesse Lopez,UNI050545,CE
Amber Torres,UNI050546,CHE
Sarah Maldonado,UNI050547,ME
Connie Rivera,UNI050548,CHE
Samantha Ramirez,UNI050549,BT
Samantha Allen,UNI050550,BT
Christine Johnson,UNI050551,BT
Mr. James Wheeler II,UNI050552,ME
Sarah Cain,UNI050553,CE
Jennifer Smith,UNI050554,ME
Jennifer Phillips,UNI050555,CE
Amanda Mcintosh,UNI050556,EE
Robert Aguilar,UNI050557,EE
Shannon Anthony,UNI050558,CE
Ms. Diamond Carter,UNI050559,ECE
Bradley Thornton,UNI050560,CHE
Melissa Richards,UNI050561,ME
Jenna Howell,UNI050562,ME
Elizabeth Rice,UNI050563,CSE
Thomas Castillo,UNI050564,ME
Douglas Armstrong,UNI050565,ECE
Hector Nelson,UNI050566,ME
Lance Patrick,UNI050567,CHE
Janet Mitchell,UNI050568,ME
Theresa Johnson,UNI050569,CSE
Morgan Hawkins,UNI050570,CE
Jake Williams,UNI050571,BT
Paul James,UNI050572,CE
Carolyn Bradley,UNI050573,CHE
Johnny Foster,UNI050574,ME
Kyle Martin,UNI050575,CE
Emily Craig,UNI050576,CSE
Daniel Mcfarland,UNI050577,ECE
Michael Torres,UNI050578,PHM
Dr. Craig Mcdowell,UNI050579,ME
Christopher Santiago,UNI050580,CHE
Valerie Griffin,UNI050581,ME
David Ward,UNI050582,ME
Melissa Henry,UNI050583,CE
Brian Ortiz,UNI050584,PHM
Sarah Brown,UNI050585,CHE
Colleen Warren,UNI050586,BT
Andrew Daniels,UNI050587,EE
Nicholas Camacho,UNI050588,ECE
Amy Henry,UNI050589,ME
Chad Cooper,UNI050590,ECE
Jennifer Smith,UNI050591,EE
Brandon Bailey,UNI050592,PHM
Joan Meyer,UNI050593,CHE
Tonya Walton,UNI050594,PHM
David Brooks,UNI050595,ME
Melinda Conway,UNI050596,CSE
Neil Petersen,UNI050597,PHM
Ms. Betty Turner,UNI050598,ME
Dr. Tyrone Collins,UNI050599,EE
Tracy Smith,UNI050600,CSE
Regina Jones,UNI050601,BT
Susan Morales,UNI050602,PHM
Andrew Jones,UNI050603,ECE
Patricia Smith,UNI050604,ECE
Tracy Petersen,UNI050605,CSE
Tina Nelson,UNI050606,BT
Jeremy Boyer,UNI050607,ECE
Vanessa Harris,UNI050608,CSE
Steven Smith,UNI050609,CHE
James Tanner,UNI050610,CSE
Jessica Berg,UNI050611,CE
Jeremy Turner,UNI050612,ECE
Timothy Shaffer,UNI050613,ME
David Thompson,UNI050614,BT
Eric Stevens,UNI050615,BT
Gabriel Roman,UNI050616,PHM
Nichole Lee,UNI050617,ECE
Karen Thornton,UNI050618,BT
Willie Torres,UNI050619,ME
Erin Evans,UNI050620,CHE
Christine Lopez,UNI050621,ECE
James Wright,UNI050622,PHM
Jacob Cunningham,UNI050623,PHM
Xavier Hunter,UNI050624,CSE
William Cox PhD,UNI050625,ME
Tracy Nelson,UNI050626,CSE
Donna Hall,UNI050627,CE
Stephanie Marks,UNI050628,PHM
Jamie Walker,UNI050629,CHE
Ms. Traci Smith,UNI050630,CSE
Dr. Scott Green,UNI050631,PHM
Mariah Olson,UNI050632,ME
Daniel Vasquez,UNI050633,BT
Michael Miller,UNI050634,CE
Erika Suarez,UNI050635,ECE
Anthony Myers,UNI050636,ME
William Johnson,UNI050637,CHE
John Mccormick,UNI050638,PHM
Natalie Wilson,UNI050639,CE
Lawrence Barton,UNI050640,ECE
Timothy Ruiz,UNI050641,ECE
Rodney Tucker,UNI050642,ECE
Jason Stanton,UNI050643,CHE
Jordan Sanchez,UNI050644,ECE
Kelly Graham,UNI050645,CE
Erica Boyle,UNI050646,CE
Shari Roman,UNI050647,CE
Devin Elliott,UNI050648,ECE
Chad Martin,UNI050649,EE
Amanda Harris,UNI050650,CHE
Wendy Sanders,UNI050651,PHM
Patty Chen,UNI050652,PHM
Jeanette Williams,UNI050653,BT
Joshua Mcdowell,UNI050654,PHM
Mathew Hill,UNI050655,CHE
Luis Bailey,UNI050656,CSE
John Mahoney,UNI050657,CHE
Cheryl Pruitt,UNI050658,PHM
Christine Miles,UNI050659,EE
Michael Harris,UNI050660,BT
Daniel Reed,UNI050661,CHE
Tammy Chung,UNI050662,CSE
Erin Boyd,UNI050663,ME
Melissa Pacheco,UNI050664,BT
Daryl Richardson,UNI050665,BT
Brian Rodriguez,UNI050666,CE
Debra Perry,UNI050667,ME
Kimberly Carter,UNI050668,CHE
Mary Martin,UNI050669,CHE
Michael Franklin,UNI050670,CHE
Tracy Williams,UNI050671,EE
Joseph Dunn,UNI050672,CSE
Tommy Henry,UNI050673,CE
Sophia Young,UNI050674,CSE
Leslie Mathews,UNI050675,BT
William Flores,UNI050676,CHE
Mrs. Latoya Sutton,UNI050677,PHM
Brandon Hooper,UNI050678,CSE
Joshua Hall,UNI050679,BT
Valerie Williams,UNI050680,EE
James Martin,UNI050681,PHM
Jacqueline Campbell,UNI050682,ECE
Virginia Smith,UNI050683,ECE
Ashley Lopez,UNI050684,ECE
Victor Stephens,UNI050685,EE
Michelle Melton,UNI050686,CSE
Mr. Eric Walker MD,UNI050687,BT
Sandra Richardson,UNI050688,BT
John Martin,UNI050689,ECE
Elizabeth Flynn,UNI050690,CHE
Clinton Moore,UNI050691,CSE
Samantha Carpenter,UNI050692,CSE
Beverly Harding,UNI050693,CE
Mr. Matthew Mcbride,UNI050694,PHM
Bradley Willis,UNI050695,PHM
Paul Espinoza,UNI050696,CSE
Miguel Russell,UNI050697,CSE
Joshua Sanchez,UNI050698,EE
Brent Hernandez,UNI050699,CE
Patty Jefferson,UNI050700,BT
Justin Ramos,UNI050701,CHE
Christopher Wood,UNI050702,ME
Samantha Cole,UNI050703,BT
Todd Faulkner,UNI050704,BT
Andrew Thomas,UNI050705,CE
Gerald Gonzales,UNI050706,ECE
Ashlee Rose MD,UNI050707,CE
Ryan Peterson,UNI050708,CE
Stephanie Kelly,UNI050709,CHE
Shawn Vincent,UNI050710,CHE
Kimberly Thompson,UNI050711,ME
Joshua Zavala,UNI050712,CE
David Moore,UNI050713,CE
Eric Dean,UNI050714,ME
Stephen Mccoy,UNI050715,CSE
Jennifer Adams,UNI050716,CSE
Kathleen Holland,UNI050717,CHE
Isaiah Sullivan,UNI050718,CE
Debbie Rodriguez,UNI050719,ECE
Brooke Williams,UNI050720,BT
Richard Diaz,UNI050721,CHE
Timothy Sandoval,UNI050722,ME
Adam Frank,UNI050723,PHM
Mikayla Smith,UNI050724,ME
Katie Lambert,UNI050725,BT
Paul Coleman,UNI050726,CE
Dennis Brewer,UNI050727,PHM
Jesus Jones,UNI050728,EE
Angela Cooper,UNI050729,ECE
Juan Harris,UNI050730,CHE
Richard Haynes,UNI050731,ME
Kimberly Jackson,UNI050732,CSE
Gregory Blake,UNI050733,EE
Robin Hall,UNI050734,CSE
Katherine Alexander,UNI050735,PHM
Audrey Oneal,UNI050736,CHE
